source_framework,source_control_id,target_framework,target_control_id,mapping_confidence
nist_800_53,IR-8,soc2,CC7.5,high
nist_800_53,IR-8,soc2,CC9.1,high
nist_800_53,IR-8,soc2,CC9.2,high
nist_800_53,IR-8,soc2,P6.3,high
nist_800_53,IR-8,soc2,P6.6,high
nist_800_53,IR-8,soc2,P6.7,high
nist_800_53,MP-1,iso27001,A.5.1,medium
nist_800_53,MP-1,iso27001,A.5.12,medium
nist_800_53,MP-1,iso27001,A.5.14,medium
nist_800_53,MP-1,iso27001,A.5.20,medium
nist_800_53,MP-1,iso27001,A.5.33,medium
nist_800_53,MP-1,iso27001,A.5.34,medium
nist_800_53,MP-1,iso27001,A.5.9,medium
nist_800_53,MP-1,iso27001,A.7.10,medium
nist_800_53,MP-1,iso27001,A.7.14,medium
nist_800_53,MP-1,iso27001,A.8.10,medium
nist_800_53,MP-1,iso27001,A.8.11,medium
nist_800_53,MP-1,iso27001,A.8.12,medium
nist_800_53,MP-1,iso27001,A.8.24,medium
nist_800_53,MP-1,iso27001,A.8.27,medium
nist_800_53,MP-1,iso27001,A.8.31,medium
nist_800_53,MP-1,iso27001,A.8.33,medium
nist_800_53,MP-1,soc2,A1.2,medium
nist_800_53,MP-1,soc2,C1.1,medium
nist_800_53,MP-1,soc2,C1.2,medium
nist_800_53,MP-1,soc2,CC2.1,medium
nist_800_53,MP-1,soc2,CC2.2,medium
nist_800_53,MP-1,soc2,CC2.3,medium
nist_800_53,MP-1,soc2,CC3.2,medium
nist_800_53,MP-1,soc2,CC5.1,medium
nist_800_53,MP-1,soc2,CC5.2,medium
nist_800_53,MP-1,soc2,CC6.1,medium
nist_800_53,MP-1,soc2,CC6.5,medium
nist_800_53,MP-1,soc2,CC6.6,medium
nist_800_53,MP-1,soc2,CC6.7,medium
nist_800_53,MP-1,soc2,CC8.1,medium
nist_800_53,MP-1,soc2,P1.1,medium
nist_800_53,MP-1,soc2,P3.1,medium
nist_800_53,MP-1,soc2,P4.0,medium
nist_800_53,MP-1,soc2,P4.1,medium
nist_800_53,MP-1,soc2,P4.2,medium
nist_800_53,MP-1,soc2,P4.3,medium
nist_800_53,MP-1,soc2,P5.0,medium
nist_800_53,MP-1,soc2,P5.1,medium
nist_800_53,MP-1,soc2,P5.2,medium
nist_800_53,MP-1,soc2,P6.0,medium
nist_800_53,MP-1,soc2,P6.1,medium
nist_800_53,MP-1,soc2,P6.2,medium
nist_800_53,MP-1,soc2,P6.3,medium
nist_800_53,MP-1,soc2,P6.4,medium
nist_800_53,MP-1,soc2,P6.7,medium
nist_800_53,MP-1,soc2,PI1.1,medium
nist_800_53,MP-1,soc2,PI1.4,medium
nist_800_53,MP-1,soc2,PI1.5,medium
nist_800_53,MP-6,iso27001,A.5.1,medium
nist_800_53,MP-6,iso27001,A.5.12,medium
nist_800_53,MP-6,iso27001,A.5.14,medium
nist_800_53,MP-6,iso27001,A.5.20,medium
nist_800_53,MP-6,iso27001,A.5.33,medium
nist_800_53,MP-6,iso27001,A.5.34,medium
nist_800_53,MP-6,iso27001,A.5.9,medium
nist_800_53,MP-6,iso27001,A.7.10,medium
nist_800_53,MP-6,iso27001,A.7.14,medium
nist_800_53,MP-6,iso27001,A.8.10,medium
nist_800_53,MP-6,iso27001,A.8.11,medium
nist_800_53,MP-6,iso27001,A.8.12,medium
nist_800_53,MP-6,iso27001,A.8.24,medium
nist_800_53,MP-6,iso27001,A.8.27,medium
nist_800_53,MP-6,iso27001,A.8.31,medium
nist_800_53,MP-6,iso27001,A.8.33,medium
nist_800_53,MP-6,soc2,A1.2,medium
nist_800_53,MP-6,soc2,C1.1,medium
nist_800_53,MP-6,soc2,C1.2,medium
nist_800_53,MP-6,soc2,CC2.1,medium
nist_800_53,MP-6,soc2,CC2.2,medium
nist_800_53,MP-6,soc2,CC2.3,medium
nist_800_53,MP-6,soc2,CC3.2,medium
nist_800_53,MP-6,soc2,CC5.1,medium
nist_800_53,MP-6,soc2,CC5.2,medium
nist_800_53,MP-6,soc2,CC6.1,medium
nist_800_53,MP-6,soc2,CC6.5,medium
nist_800_53,MP-6,soc2,CC6.6,medium
nist_800_53,MP-6,soc2,CC6.7,medium
nist_800_53,MP-6,soc2,CC8.1,medium
nist_800_53,MP-6,soc2,P1.1,medium
nist_800_53,MP-6,soc2,P3.1,medium
nist_800_53,MP-6,soc2,P4.0,medium
nist_800_53,MP-6,soc2,P4.1,medium
nist_800_53,MP-6,soc2,P4.2,medium
nist_800_53,MP-6,soc2,P4.3,medium
nist_800_53,MP-6,soc2,P5.0,medium
nist_800_53,MP-6,soc2,P5.1,medium
nist_800_53,MP-6,soc2,P5.2,medium
nist_800_53,MP-6,soc2,P6.0,medium
nist_800_53,MP-6,soc2,P6.1,medium
nist_800_53,MP-6,soc2,P6.2,medium
nist_800_53,MP-6,soc2,P6.3,medium
nist_800_53,MP-6,soc2,P6.4,medium
nist_800_53,MP-6,soc2,P6.7,medium
nist_800_53,MP-6,soc2,PI1.1,medium
nist_800_53,MP-6,soc2,PI1.4,medium
nist_800_53,MP-6,soc2,PI1.5,medium
nist_800_53,MP-7,iso27001,A.5.9,medium
nist_800_53,MP-7,iso27001,A.7.7,medium
nist_800_53,MP-7,iso27001,A.8.1,medium
nist_800_53,MP-7,iso27001,A.8.10,medium
nist_800_53,MP-7,iso27001,A.8.12,medium
nist_800_53,MP-7,iso27001,A.8.19,medium
nist_800_53,MP-7,iso27001,A.8.20,medium
nist_800_53,MP-7,iso27001,A.8.24,medium
nist_800_53,MP-7,iso27001,A.8.7,medium
nist_800_53,MP-7,iso27001,A.8.8,medium
nist_800_53,MP-7,soc2,CC2.1,medium
nist_800_53,MP-7,soc2,CC6.1,medium
nist_800_53,MP-7,soc2,CC6.7,medium
nist_800_53,MP-7,soc2,CC6.8,medium
nist_800_53,MP-7,soc2,CC7.1,medium
nist_800_53,MP-7,soc2,CC8.1,medium
nist_800_53,PE-13,iso27001,A.5.12,medium
nist_800_53,PE-13,iso27001,A.5.9,high
nist_800_53,PE-13,iso27001,A.7.1,high
nist_800_53,PE-13,iso27001,A.7.10,high
nist_800_53,PE-13,iso27001,A.7.11,high
nist_800_53,PE-13,iso27001,A.7.12,high
nist_800_53,PE-13,iso27001,A.7.14,high
nist_800_53,PE-13,iso27001,A.7.2,high
nist_800_53,PE-13,iso27001,A.7.3,high
nist_800_53,PE-13,iso27001,A.7.4,high
nist_800_53,PE-13,iso27001,A.7.5,high
nist_800_53,PE-13,iso27001,A.7.8,high
nist_800_53,PE-13,iso27001,A.7.9,medium
nist_800_53,PE-13,soc2,A1.2,high
nist_800_53,PE-13,soc2,A1.3,high
nist_800_53,PE-13,soc2,C1.1,high
nist_800_53,PE-13,soc2,C1.2,high
nist_800_53,PE-13,soc2,CC1.4,high
nist_800_53,PE-13,soc2,CC2.1,high
nist_800_53,PE-13,soc2,CC2.2,high
nist_800_53,PE-13,soc2,CC6.1,high
nist_800_53,PE-13,soc2,CC6.4,high
nist_800_53,PE-13,soc2,CC6.5,high
nist_800_53,PE-13,soc2,CC6.7,high
nist_800_53,PE-13,soc2,CC7.5,high
nist_800_53,PE-13,soc2,P4.3,high
nist_800_53,PE-14,iso27001,A.5.12,medium
nist_800_53,PE-14,iso27001,A.5.9,high
nist_800_53,PE-14,iso27001,A.7.1,high
nist_800_53,PE-14,iso27001,A.7.10,high
nist_800_53,PE-14,iso27001,A.7.11,high
nist_800_53,PE-14,iso27001,A.7.12,high
nist_800_53,PE-14,iso27001,A.7.14,high
nist_800_53,PE-14,iso27001,A.7.2,high
nist_800_53,PE-14,iso27001,A.7.3,high
nist_800_53,PE-14,iso27001,A.7.4,high
nist_800_53,PE-14,iso27001,A.7.5,high
nist_800_53,PE-14,iso27001,A.7.8,high
nist_800_53,PE-14,iso27001,A.7.9,medium
nist_800_53,PE-14,soc2,A1.2,high
nist_800_53,PE-14,soc2,A1.3,high
nist_800_53,PE-14,soc2,C1.1,high
nist_800_53,PE-14,soc2,C1.2,high
nist_800_53,PE-14,soc2,CC1.4,high
nist_800_53,PE-14,soc2,CC2.1,high
nist_800_53,PE-14,soc2,CC2.2,high
nist_800_53,PE-14,soc2,CC6.1,high
nist_800_53,PE-14,soc2,CC6.4,high
nist_800_53,PE-14,soc2,CC6.5,high
nist_800_53,PE-14,soc2,CC6.7,high
nist_800_53,PE-14,soc2,CC7.5,high
nist_800_53,PE-14,soc2,P4.3,high
nist_800_53,PE-2,iso27001,A.5.12,medium
nist_800_53,PE-2,iso27001,A.5.9,high
nist_800_53,PE-2,iso27001,A.7.1,high
nist_800_53,PE-2,iso27001,A.7.10,high
nist_800_53,PE-2,iso27001,A.7.11,high
nist_800_53,PE-2,iso27001,A.7.12,high
nist_800_53,PE-2,iso27001,A.7.14,high
nist_800_53,PE-2,iso27001,A.7.2,high
nist_800_53,PE-2,iso27001,A.7.3,high
nist_800_53,PE-2,iso27001,A.7.4,high
nist_800_53,PE-2,iso27001,A.7.5,high
nist_800_53,PE-2,iso27001,A.7.8,high
nist_800_53,PE-2,iso27001,A.7.9,medium
nist_800_53,PE-2,soc2,A1.2,high
nist_800_53,PE-2,soc2,A1.3,high
nist_800_53,PE-2,soc2,C1.1,high
nist_800_53,PE-2,soc2,C1.2,high
nist_800_53,PE-2,soc2,CC1.4,high
nist_800_53,PE-2,soc2,CC2.1,high
nist_800_53,PE-2,soc2,CC2.2,high
nist_800_53,PE-2,soc2,CC6.1,high
nist_800_53,PE-2,soc2,CC6.4,high
nist_800_53,PE-2,soc2,CC6.5,high
nist_800_53,PE-2,soc2,CC6.7,high
nist_800_53,PE-2,soc2,CC7.5,high
nist_800_53,PE-2,soc2,P4.3,high
nist_800_53,PE-3,iso27001,A.5.12,medium
nist_800_53,PE-3,iso27001,A.5.9,high
nist_800_53,PE-3,iso27001,A.7.1,high
nist_800_53,PE-3,iso27001,A.7.10,high
nist_800_53,PE-3,iso27001,A.7.11,high
nist_800_53,PE-3,iso27001,A.7.12,high
nist_800_53,PE-3,iso27001,A.7.14,high
nist_800_53,PE-3,iso27001,A.7.2,high
nist_800_53,PE-3,iso27001,A.7.3,high
nist_800_53,PE-3,iso27001,A.7.4,high
nist_800_53,PE-3,iso27001,A.7.5,high
nist_800_53,PE-3,iso27001,A.7.8,high
nist_800_53,PE-3,iso27001,A.7.9,medium
nist_800_53,PE-3,soc2,A1.2,high
nist_800_53,PE-3,soc2,A1.3,high
nist_800_53,PE-3,soc2,C1.1,high
nist_800_53,PE-3,soc2,C1.2,high
nist_800_53,PE-3,soc2,CC1.4,high
nist_800_53,PE-3,soc2,CC2.1,high
nist_800_53,PE-3,soc2,CC2.2,high
nist_800_53,PE-3,soc2,CC6.1,high
nist_800_53,PE-3,soc2,CC6.4,high
nist_800_53,PE-3,soc2,CC6.5,high
nist_800_53,PE-3,soc2,CC6.7,high
nist_800_53,PE-3,soc2,CC7.5,high
nist_800_53,PE-3,soc2,P4.3,high
nist_800_53,PE-6,iso27001,A.5.12,medium
nist_800_53,PE-6,iso27001,A.5.9,high
nist_800_53,PE-6,iso27001,A.7.1,high
nist_800_53,PE-6,iso27001,A.7.10,high
nist_800_53,PE-6,iso27001,A.7.11,high
nist_800_53,PE-6,iso27001,A.7.12,high
nist_800_53,PE-6,iso27001,A.7.14,high
nist_800_53,PE-6,iso27001,A.7.2,high
nist_800_53,PE-6,iso27001,A.7.3,high
nist_800_53,PE-6,iso27001,A.7.4,high
nist_800_53,PE-6,iso27001,A.7.5,high
nist_800_53,PE-6,iso27001,A.7.8,high
nist_800_53,PE-6,iso27001,A.7.9,medium
nist_800_53,PE-6,soc2,A1.2,high
nist_800_53,PE-6,soc2,A1.3,high
nist_800_53,PE-6,soc2,C1.1,high
nist_800_53,PE-6,soc2,C1.2,high
nist_800_53,PE-6,soc2,CC1.4,high
nist_800_53,PE-6,soc2,CC2.1,high
nist_800_53,PE-6,soc2,CC2.2,high
nist_800_53,PE-6,soc2,CC6.1,high
nist_800_53,PE-6,soc2,CC6.4,high
nist_800_53,PE-6,soc2,CC6.5,high
nist_800_53,PE-6,soc2,CC6.7,high
nist_800_53,PE-6,soc2,CC7.5,high
nist_800_53,PE-6,soc2,P4.3,high
nist_800_53,PM-1,iso27001,A.5.1,high
nist_800_53,PM-1,iso27001,A.5.2,high
nist_800_53,PM-1,iso27001,A.5.31,high
nist_800_53,PM-1,iso27001,A.5.6,high
nist_800_53,PM-1,soc2,A1.2,high
nist_800_53,PM-1,soc2,CC1.1,high
nist_800_53,PM-1,soc2,CC1.2,high
nist_800_53,PM-1,soc2,CC1.3,high
nist_800_53,PM-1,soc2,CC1.4,high
nist_800_53,PM-1,soc2,CC1.5,high
nist_800_53,PM-1,soc2,CC2.1,high
nist_800_53,PM-1,soc2,CC2.2,high
nist_800_53,PM-1,soc2,CC2.3,high
nist_800_53,PM-1,soc2,CC3.1,high
nist_800_53,PM-1,soc2,CC3.2,high
nist_800_53,PM-1,soc2,CC3.4,high
nist_800_53,PM-1,soc2,CC4.1,high
nist_800_53,PM-1,soc2,CC5.1,high
nist_800_53,PM-1,soc2,CC5.2,high
nist_800_53,PM-1,soc2,CC5.3,high
nist_800_53,PM-1,soc2,CC7.4,high
nist_800_53,PM-1,soc2,CC9.1,high
nist_800_53,PM-1,soc2,CC9.2,high
nist_800_53,PM-14,iso27001,A.5.31,high
nist_800_53,PM-14,iso27001,A.5.35,high
nist_800_53,PM-14,iso27001,A.5.36,medium
nist_800_53,PM-14,soc2,A1.2,high
nist_800_53,PM-14,soc2,CC1.1,high
nist_800_53,PM-14,soc2,CC1.5,high
nist_800_53,PM-14,soc2,CC2.2,high
nist_800_53,PM-14,soc2,CC2.3,high
nist_800_53,PM-14,soc2,CC3.1,high
nist_800_53,PM-14,soc2,CC3.2,high
nist_800_53,PM-14,soc2,CC4.1,high
nist_800_53,PM-14,soc2,CC4.2,high
nist_800_53,PM-14,soc2,CC7.2,high
nist_800_53,PM-14,soc2,CC7.3,high
nist_800_53,PM-9,iso27001,A.5.1,high
nist_800_53,PM-9,iso27001,A.5.2,high
nist_800_53,PM-9,iso27001,A.5.31,high
nist_800_53,PM-9,iso27001,A.5.6,high
nist_800_53,PM-9,soc2,A1.2,high
nist_800_53,PM-9,soc2,CC1.1,high
nist_800_53,PM-9,soc2,CC1.2,high
nist_800_53,PM-9,soc2,CC1.3,high
nist_800_53,PM-9,soc2,CC1.4,high
nist_800_53,PM-9,soc2,CC1.5,high
nist_800_53,PM-9,soc2,CC2.1,high
nist_800_53,PM-9,soc2,CC2.2,high
nist_800_53,PM-9,soc2,CC2.3,high
nist_800_53,PM-9,soc2,CC3.1,high
nist_800_53,PM-9,soc2,CC3.2,high
nist_800_53,PM-9,soc2,CC3.4,high
nist_800_53,PM-9,soc2,CC4.1,high
nist_800_53,PM-9,soc2,CC5.1,high
nist_800_53,PM-9,soc2,CC5.2,high
nist_800_53,PM-9,soc2,CC5.3,high
nist_800_53,PM-9,soc2,CC7.4,high
nist_800_53,PM-9,soc2,CC9.1,high
nist_800_53,PM-9,soc2,CC9.2,high
nist_800_53,PS-1,iso27001,A.5.10,high
nist_800_53,PS-1,iso27001,A.5.11,high
nist_800_53,PS-1,iso27001,A.5.2,high
nist_800_53,PS-1,iso27001,A.5.4,high
nist_800_53,PS-1,iso27001,A.6.1,high
nist_800_53,PS-1,iso27001,A.6.2,high
nist_800_53,PS-1,iso27001,A.6.3,high
nist_800_53,PS-1,iso27001,A.6.5,high
nist_800_53,PS-1,iso27001,A.6.6,high
nist_800_53,PS-1,iso27001,A.6.7,high
nist_800_53,PS-1,iso27001,A.7.7,high
nist_800_53,PS-1,soc2,CC1.1,high
nist_800_53,PS-1,soc2,CC1.2,high
nist_800_53,PS-1,soc2,CC1.3,high
nist_800_53,PS-1,soc2,CC1.4,high
nist_800_53,PS-1,soc2,CC1.5,high
nist_800_53,PS-1,soc2,CC2.1,high
nist_800_53,PS-1,soc2,CC2.2,high
nist_800_53,PS-1,soc2,CC2.3,high
nist_800_53,PS-1,soc2,CC3.3,high
nist_800_53,PS-1,soc2,CC5.3,high
nist_800_53,PS-1,soc2,CC6.2,high
nist_800_53,PS-1,soc2,CC6.4,high
nist_800_53,PS-1,soc2,CC7.4,high
nist_800_53,PS-2,iso27001,A.5.10,high
nist_800_53,PS-2,iso27001,A.5.11,high
nist_800_53,PS-2,iso27001,A.5.2,high
nist_800_53,PS-2,iso27001,A.5.4,high
nist_800_53,PS-2,iso27001,A.6.1,high
nist_800_53,PS-2,iso27001,A.6.2,high
nist_800_53,PS-2,iso27001,A.6.3,high
nist_800_53,PS-2,iso27001,A.6.5,high
nist_800_53,PS-2,iso27001,A.6.6,high
nist_800_53,PS-2,iso27001,A.6.7,high
nist_800_53,PS-2,iso27001,A.7.7,high
nist_800_53,PS-2,soc2,CC1.1,high
nist_800_53,PS-2,soc2,CC1.2,high
nist_800_53,PS-2,soc2,CC1.3,high
nist_800_53,PS-2,soc2,CC1.4,high
nist_800_53,PS-2,soc2,CC1.5,high
nist_800_53,PS-2,soc2,CC2.1,high
nist_800_53,PS-2,soc2,CC2.2,high
nist_800_53,PS-2,soc2,CC2.3,high
nist_800_53,PS-2,soc2,CC3.3,high
nist_800_53,PS-2,soc2,CC5.3,high
nist_800_53,PS-2,soc2,CC6.2,high
nist_800_53,PS-2,soc2,CC6.4,high
nist_800_53,PS-2,soc2,CC7.4,high
nist_800_53,PS-3,iso27001,A.5.10,high
nist_800_53,PS-3,iso27001,A.5.11,high
nist_800_53,PS-3,iso27001,A.5.2,high
nist_800_53,PS-3,iso27001,A.5.4,high
nist_800_53,PS-3,iso27001,A.6.1,high
nist_800_53,PS-3,iso27001,A.6.2,high
nist_800_53,PS-3,iso27001,A.6.3,high
nist_800_53,PS-3,iso27001,A.6.5,high
nist_800_53,PS-3,iso27001,A.6.6,high
nist_800_53,PS-3,iso27001,A.6.7,high
nist_800_53,PS-3,iso27001,A.7.7,high
nist_800_53,PS-3,soc2,CC1.1,high
nist_800_53,PS-3,soc2,CC1.2,high
nist_800_53,PS-3,soc2,CC1.3,high
nist_800_53,PS-3,soc2,CC1.4,high
nist_800_53,PS-3,soc2,CC1.5,high
nist_800_53,PS-3,soc2,CC2.1,high
nist_800_53,PS-3,soc2,CC2.2,high
nist_800_53,PS-3,soc2,CC2.3,high
nist_800_53,PS-3,soc2,CC3.3,high
nist_800_53,PS-3,soc2,CC5.3,high
nist_800_53,PS-3,soc2,CC6.2,high
nist_800_53,PS-3,soc2,CC6.4,high
